,Datetime,Text,clean_text,label
12038,2022-08-04 12:26:23+00:00,"Tidak ada epidemi cacar monyet di negara2 dunia pertama dalam sejarah.
Di negara2 dunia pertama yg sama terlihat di peta, konsekuensi dari kerusakan yg disebabkan oleh suntikan Covid-19 pada sistem kekebalan mereka, dan manipulasi monkeypox digunakan untuk menutupinya.",Tidak ada epidemi cacar monyet negara2 dunia pertama dalam sejarah negara2 dunia pertama sama terlihat peta konsekuensi dari kerusakan disebabkan oleh suntikan Covid pada sistem kekebalan mereka dan manipulasi monkeypox digunakan untuk menutupinya,neutral
12039,2022-08-04 12:26:23+00:00,@pakdilah_ @zakhariasatrio Asal jan cacar monyet aja,Asal jan cacar monyet aja,neutral
12044,2022-08-04 12:21:05+00:00,"@Kemdikbud_RI @Itjen_Kemdikbud @jokowi halo malam sebelumnya maaf izin mt, mengenai kasus cacar monyet ini gimana ya pak? apa sekolah ngga sebaiknya dikasih batasan lagi? dari yang saya liat di internet kayanya kasus cacar monyet lebih nyeremin daripada covid 🙏🏼",Kemdikbud halo malam sebelumnya maaf izin mengenai kasus cacar monyet ini gimana pak apa sekolah ngga sebaiknya dikasih batasan lagi dari yang saya liat internet kayanya kasus cacar monyet lebih nyeremin daripada covid,neutral
12048,2022-08-04 12:16:21+00:00,"@piyopikavet Tadi uda ke faskes, baru dikasi ketoconazole, antibiotik sm salep. 3 hari ga sembuh baru dikasi rujukan sp kulit 🤨 si dr umum faskes mungkin blm dgr ttg cacar monyet",Tadi uda faskes baru dikasi ketoconazole antibiotik salep hari sembuh baru dikasi rujukan kulit umum faskes mungkin blm dgr ttg cacar monyet,neutral
12053,2022-08-04 12:09:55+00:00,"Cacar monyet, ga mari mari pandemi iki",Cacar monyet mari mari pandemi iki,neutral
12054,2022-08-04 12:08:58+00:00,"@BerduriGundu @detikcom Ya udah...""Cacar monyet"" deh 😁",udah Cacar monyet deh,neutral
12056,2022-08-04 12:04:56+00:00,"Akoh cuma minta, supaya tentara yang mau berperang di taiwan terkena cacar monyet supaya mereka mikir, dunia ini sudah susah jangan bikin tambah susah. Ini salah satu korban pelecehan monyet.",Akoh cuma minta supaya tentara yang mau berperang taiwan terkena cacar monyet supaya mereka mikir dunia ini sudah susah jangan bikin tambah susah Ini salah satu korban pelecehan monyet,neutral
12060,2022-08-04 12:02:59+00:00,"Tes PCR cacar monyet :
Sameday six hours : 1,7juta
Sameday three hours : 2,4juta",Tes PCR cacar monyet Sameday six hours 7juta Sameday three hours 4juta,neutral
12068,2022-08-04 11:58:10+00:00,UDAH CORONA TBTB CACAR MONYET????? TOLONG DONG GUE PGN NGERASAIN DL MASA² SMA DI SEKOLAH YA ALLAH...😭 NANGIS BGT GUE PGN NANGISSSSS AH MLS BGT ASTAGFIRULLAH 😔😔,UDAH CORONA TBTB CACAR MONYET TOLONG DONG GUE PGN NGERASAIN MASA SMA SEKOLAH ALLAH NANGIS BGT GUE PGN NANGISSSSS MLS BGT ASTAGFIRULLAH,neutral
12070,2022-08-04 11:56:28+00:00,"@hotbpi makanya tiati lu kan di sana, walau udah kek monyet tapi jangan ampe kena cacar monyet",makanya tiati kan sana walau udah kek monyet tapi jangan ampe kena cacar monyet,neutral
12075,2022-08-04 11:51:11+00:00,"@hAyyuukkkkkkkkk @Askrlfess Anjrr lu😭😭
Tp serem bener ya cacar monyet, ada"" aja penyakit",Anjrr serem bener cacar monyet ada aja penyakit,neutral
12076,2022-08-04 11:51:08+00:00,"Saat ini, cacar monyet ditetapkan sebagai darurat kesehatan global oleh WHO.

Yuk, jaga kesehatan dan lindungi keluarga dari cacar monyet! 

#izidok #AsistenDokterHebat #RekamMedisElektronik #RekamMedisDigital #ikatandokterindonesia #cacarmonyet #WHO #daruratkesehatanglobal",Saat ini cacar monyet ditetapkan sebagai darurat kesehatan global oleh WHO Yuk jaga kesehatan dan lindungi keluarga dari cacar monyet izidok AsistenDokterHebat RekamMedisElektronik RekamMedisDigital ikatandokterindonesia cacarmonyet WHO daruratkesehatanglobal,neutral
12079,2022-08-04 11:48:57+00:00,"@hAyyuukkkkkkkkk @Askrlfess Eh tp ya kmren mendadak ibu gw gatel"" gtuh
Punggungnya smpe merah katanya gatel bgt, cmn ya bkn cacar monyet lah",kmren mendadak ibu gatel gtuh Punggungnya smpe merah katanya gatel bgt cmn bkn cacar monyet lah,neutral
12080,2022-08-04 11:48:15+00:00,@AjengMahira1 @AREAJULID @skyliizee gausa ke smg fren ada cacar monyet,gausa smg fren ada cacar monyet,neutral
12086,2022-08-04 11:30:11+00:00,"Yang bikin heran, Prancis kedatengan banyak banget orang Belgia 🇧🇪

Mereka sengaja ke sana cuma untuk dapetin vaksin cacar monyet yang syaratnya lebih simpel dan suplainya juga banyak 😅

Waduh, makan jatah orang, nih… 🤣🤣

(5/5)",Yang bikin heran Prancis kedatengan banyak banget orang Belgia Mereka sengaja sana cuma untuk dapetin vaksin cacar monyet yang syaratnya lebih simpel dan suplainya juga banyak Waduh makan jatah orang nih,neutral
12087,2022-08-04 11:30:11+00:00,"Sementara itu, tren kasus cacar monyet di seantero dunia pun makin banyak juga…

(4/5)",Sementara itu tren kasus cacar monyet seantero dunia pun makin banyak juga,neutral
12088,2022-08-04 11:30:10+00:00,"Meski jadi negara pertama yang bagiin vaksin cacar monyet gratis, ternyata Prancis masih menduduki 5 besar kasus cacar monyet terbanyak…

(2/5)",Meski jadi negara pertama yang bagiin vaksin cacar monyet gratis ternyata Prancis masih menduduki besar kasus cacar monyet terbanyak,neutral
12111,2022-08-04 11:15:00+00:00,@AREAJULID cacar monyet kek apasih,cacar monyet kek apasih,neutral
12115,2022-08-04 11:09:38+00:00,cacar monyet bneran ada? ajgggggg MASA SAMPE KE LIDAH LIDAH,cacar monyet bneran ada ajgggggg MASA SAMPE LIDAH LIDAH,neutral
12116,2022-08-04 11:08:15+00:00,@undipmenfess Kenapa namanya cacar monyet?,Kenapa namanya cacar monyet,neutral
12118,2022-08-04 11:05:59+00:00,"Menurut @WHO, sudah terdeteksi lebih dari 16.000 kasus monkey pox/cacar monyet di 75 negara…

Menurut kalian apakah ini akan berujung ke pandemi selanjutnya?

Mortality rate atau tingkat kematiannya rendah sih menurut berita 🤔

#KataLau",Menurut sudah terdeteksi lebih dari 000 kasus monkey pox cacar monyet negara Menurut kalian apakah ini akan berujung pandemi selanjutnya Mortality rate atau tingkat kematiannya rendah sih menurut berita KataLau,negative
12119,2022-08-04 11:05:57+00:00,@wi_ndra @punyamasyoon @ndagels Mbanya kena hepatitis sama cacar monyet jd gini,ndra Mbanya kena hepatitis sama cacar monyet gini,neutral
12120,2022-08-04 11:04:23+00:00,"cacar monyet terdeteksi di jateng,yoh proyek vaksin cacar monyet di mulai,yang di tuduh tetep pelaku perjalanan jauh,pulang lebaran tahun depan harus wajib vaksin cacar monyet,udah bisa di baca kok",cacar monyet terdeteksi jateng yoh proyek vaksin cacar monyet mulai yang tuduh tetep pelaku perjalanan jauh pulang lebaran tahun depan harus wajib vaksin cacar monyet udah bisa baca kok,neutral
12121,2022-08-04 11:04:01+00:00,"@collegemenfess Ngga perlu, vaksin cacar monyet aja sampe 5x gapapa",Ngga perlu vaksin cacar monyet aja sampe gapapa,neutral
12128,2022-08-04 11:00:05+00:00,danggg cacar monyet udh masuk indo aja,danggg cacar monyet udh masuk indo aja,neutral
12131,2022-08-04 10:58:45+00:00,"ada lagi ini cacar monyet hadah manusia ada ada ajaaaaa kapan mau balik ngantor kalo gini emosi bgt 😭
capek tau udh 2 taun ga ketemu manusia lain",ada lagi ini cacar monyet hadah manusia ada ada ajaaaaa kapan mau balik ngantor kalo gini emosi bgt capek tau udh taun ketemu manusia lain,neutral
12132,2022-08-04 10:58:37+00:00,[cm] ada berita udh ada pasien suspek cacar monyet di indo kira kira bakal full online lagi ga menurut kalian kuliahnya??,ada berita udh ada pasien suspek cacar monyet indo kira kira bakal full online lagi menurut kalian kuliahnya,positive
12133,2022-08-04 10:58:05+00:00,@AREAJULID Cacar monyet bentukannya ngeri bgt njir,Cacar monyet bentukannya ngeri bgt njir,neutral
12135,2022-08-04 10:54:45+00:00,"Penyakit makin hari makin aneh, sekarang ada cacar monyet",Penyakit makin hari makin aneh sekarang ada cacar monyet,neutral
12136,2022-08-04 10:53:14+00:00,"@GeminigurI Itu, cacar, monyet",Itu cacar monyet,neutral
12139,2022-08-04 10:48:05+00:00,ni dom gua beneran dah ada yg kena cacar monyet? ya Allah...,dom gua beneran dah ada kena cacar monyet Allah,neutral
12140,2022-08-04 10:47:44+00:00,-dips! cacar monyet tu di luar negri dah banyak yg kena kah?,dips cacar monyet luar negri dah banyak kena kah,neutral
12143,2022-08-04 10:42:39+00:00,"@alfabeatss Jaga kesehatan dek, cacar monyet sudah sampai jawa tengah❤️",Jaga kesehatan dek cacar monyet sudah sampai jawa tengah,neutral
12144,2022-08-04 10:40:00+00:00,@penendangbola @MafiaWasit Cacar monyet paling,Cacar monyet paling,neutral
12146,2022-08-04 10:39:02+00:00,"Bro, orang jatim blm ada yg kena cacar monyet kan?",Bro orang jatim blm ada kena cacar monyet kan,neutral
12148,2022-08-04 10:38:14+00:00,"@moonareas jangan nder, gue takut beneran bakal ngaduk dalgona lagi. soalnya skrg ada virus cacar monyet",jangan nder gue takut beneran bakal ngaduk dalgona lagi soalnya skrg ada virus cacar monyet,neutral
12151,2022-08-04 10:35:24+00:00,"kmaren w ama tmen dah berdoa cacar monyet gada di indo, ini udh ada suspek tp smoga negatif dh",kmaren ama tmen dah berdoa cacar monyet gada indo ini udh ada suspek smoga negatif,neutral
12153,2022-08-04 10:32:21+00:00,@jaemsell @bilaimoetabiez @kembarannyabora @ohmybeautybank Gw juga punya kebiasaan ngopekin bibir dari jaman gw sekolah sering banget sampe nanahan gitu. Jauh sebelum ada cacar monyet.,juga punya kebiasaan ngopekin bibir dari jaman sekolah sering banget sampe nanahan gitu Jauh sebelum ada cacar monyet,neutral
12154,2022-08-04 10:31:27+00:00,"cacar monyet tuh gmn ya? naudzubillah takut bgt, semoga ga sampe ke jatim 😭",cacar monyet tuh gmn naudzubillah takut bgt semoga sampe jatim,neutral
12156,2022-08-04 10:29:56+00:00,"@kataciaaa aku gak percoyo copid, lebih wedi cacar monyet",aku gak percoyo copid lebih wedi cacar monyet,neutral
12157,2022-08-04 10:29:28+00:00,Temenku ga ada yg cacar tpi kelakuannya kek monyet semua,Temenku ada cacar tpi kelakuannya kek monyet semua,neutral
12161,2022-08-04 10:26:10+00:00,@undipmenfess cacar nya msh ada ehhh monyet nya masih ada disini nih @superhellc4t,cacar nya msh ada ehhh monyet nya masih ada disini nih,neutral
12163,2022-08-04 10:23:49+00:00,"Ada yang bilang “Banyak yang ga percaya COVID karena ga keliatan, makanya dikasih Cacar Monyet yang keliatan”
Mitamit mitamit *ketuk ketuk tanah*",Ada yang bilang Banyak yang percaya COVID karena keliatan makanya dikasih Cacar Monyet yang keliatan Mitamit mitamit ketuk ketuk tanah,neutral
12165,2022-08-04 10:23:12+00:00,ada aja lagi cacar monyet-_-,ada aja lagi cacar monyet,neutral
12167,2022-08-04 10:23:00+00:00,"@mew16ma lha anjir gak selesai"" wkwk 😭👍 tak kirain vakain buat cacar monyet awowkok 😭🤸",lha anjir gak selesai wkwk tak kirain vakain buat cacar monyet awowkok,neutral
12171,2022-08-04 10:21:20+00:00,"Berikut result pasaran Japan ( JP )  Hari ini adalah
Result  : 4654
Shio    : Ayam
Kami ucapkan selamat kepada para pemenang yang beruntung.

#Wigobet #TogelJapan #cacarmonyet",Berikut result pasaran Japan Hari ini adalah Result 4654 Shio Ayam Kami ucapkan selamat kepada para pemenang yang beruntung Wigobet TogelJapan cacarmonyet,neutral
12179,2022-08-04 10:18:43+00:00,"manggung terus orang² tolol , kena cacar monyet kek biar isolasi tanpa disuruh",manggung terus orang tolol kena cacar monyet kek biar isolasi tanpa disuruh,neutral
12180,2022-08-04 10:18:15+00:00,@adelelelele1 @fenxxii_ @ilyeonjun99 Btw tmn gua ada yg kelakuannya kek monyet. Jgn2 dia kena cacar monyet lagi takut nular gua 😭,Btw tmn gua ada kelakuannya kek monyet Jgn2 dia kena cacar monyet lagi takut nular gua,neutral
12181,2022-08-04 10:16:31+00:00,"mo kuliah online aja pls, gue tkut kena cacar monyet 🙏🏼",kuliah online aja pls gue tkut kena cacar monyet,neutral
12187,2022-08-04 10:13:34+00:00,"Sebelumnya Ganjar mengungkapkan bahwa ada satu pasien di Jawa Tengah yang terindikasi atau suspek cacar monyet. Dinas Kesehatan Provinsi Jawa Tengah dengan rumah sakit yang merawat langsung memantau pasien tersebut, termasuk melakukan isolasi dan pemeriksaan lanjutan.",Sebelumnya Ganjar mengungkapkan bahwa ada satu pasien Jawa Tengah yang terindikasi atau suspek cacar monyet Dinas Kesehatan Provinsi Jawa Tengah dengan rumah sakit yang merawat langsung memantau pasien tersebut termasuk melakukan isolasi dan pemeriksaan lanjutan,neutral
12188,2022-08-04 10:13:33+00:00,"Selain itu, antisipasi terkait cacar monyet di Jawa Tengah tetap dilakukan. Koordinasi dengan instansi terkait terus dijalin, termasuk dengan Kementerian Kesehatan.",Selain itu antisipasi terkait cacar monyet Jawa Tengah tetap dilakukan Koordinasi dengan instansi terkait terus dijalin termasuk dengan Kementerian Kesehatan,neutral
12189,2022-08-04 10:13:33+00:00,"Meski demikian, Ganjar mengingatkan kepada masyarakat agar tetap waspada. Setiap yang memiliki gejala mirip cacar monyet agar segera periksa.

""Semua sekarang kalau ada gejala segera periksa. Itu yang paling penting,"" katanya.",Meski demikian Ganjar mengingatkan kepada masyarakat agar tetap waspada Setiap yang memiliki gejala mirip cacar monyet agar segera periksa Semua sekarang kalau ada gejala segera periksa Itu yang paling penting katanya,neutral
12201,2022-08-04 10:03:57+00:00,Mana jelek banget namanya. Cacar monyet wkakwka,Mana jelek banget namanya Cacar monyet wkakwka,neutral
12207,2022-08-04 09:55:04+00:00,Takut bnget sama cacar monyet,Takut bnget sama cacar monyet,neutral
12212,2022-08-04 09:52:21+00:00,@SantorinisSun Hati2 dengan isu meninggal krn terserang COVID19  atau CACAR MONYET 😂😂😂😂😂,Hati2 dengan isu meninggal krn terserang COVID19 atau CACAR MONYET,neutral
12216,2022-08-04 09:45:40+00:00,"gue blg hati2 lg ada cacar monyet eh si adek nanya ""hah?kembaran?"" iya lu kembaran monyet budeg bgt jd org",gue blg hati2 ada cacar monyet adek nanya hah kembaran iya kembaran monyet budeg bgt org,neutral
12219,2022-08-04 09:44:13+00:00,@provitsmin @Askrlfess Iya gua juga dulu pernah kena cacar di bilangnya cacar monyet deh. pas tau di berita jadi lah ko kaya serem bgt gt si,Iya gua juga dulu pernah kena cacar bilangnya cacar monyet deh pas tau berita jadi lah kaya serem bgt,neutral
12226,2022-08-04 09:41:02+00:00,drpd ngurus cacar monyet mending mikir kenapa lu pada kek monyet.,drpd ngurus cacar monyet mending mikir kenapa pada kek monyet,neutral
12229,2022-08-04 09:36:29+00:00,"@Askrlfess Berarti Monyet kalo kena cacar, namanya cacar manusia",Berarti Monyet kalo kena cacar namanya cacar manusia,neutral
12244,2022-08-04 09:12:11+00:00,"gue iklas lahir batin kena corona tp ngga ya anjg kalo cacar monyet, please jangan makin nyebarr 😭😭😭🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻",gue iklas lahir batin kena corona ngga anjg kalo cacar monyet please jangan makin nyebarr,neutral
12245,2022-08-04 09:10:55+00:00,"@agungmrheza @meido193 @Hdjsushs1 Dok, apa vaksin cacar = vaksin cacar monyet?",Dok apa vaksin cacar vaksin cacar monyet,neutral
12247,2022-08-04 09:10:10+00:00,Takut bgt sama cacar monyet sob:(,Takut bgt sama cacar monyet sob,neutral
12255,2022-08-04 09:01:43+00:00,"baca berita gak ada habisnya, itu lagi, ini lagi, dia lagi, cacar monyet, pelecehan lagi. mendingan lihat meme udah paling bener dah.",baca berita gak ada habisnya itu lagi ini lagi dia lagi cacar monyet pelecehan lagi mendingan lihat meme udah paling bener dah,neutral
12261,2022-08-04 08:54:46+00:00,"Plis Tuhan, baru juga mau ngerasain kuliah offline setelah 2 tahun penantian, kenapa ada suspek cacar monyet di Semarang sih😭",Plis Tuhan baru juga mau ngerasain kuliah offline setelah tahun penantian kenapa ada suspek cacar monyet Semarang sih,neutral
12264,2022-08-04 08:52:36+00:00,@drpriono1 Jadi cacar monyet apa bukan?,Jadi cacar monyet apa bukan,neutral
12265,2022-08-04 08:51:37+00:00,@CNNIndonesia Vaksin cacar = vaksin cacar monyet?,Vaksin cacar vaksin cacar monyet,neutral
12271,2022-08-04 08:48:52+00:00,@FunnyVideosID Gara gara ini gasi cacar monyet masuk indo?,Gara gara ini gasi cacar monyet masuk indo,neutral
12279,2022-08-04 08:42:35+00:00,Cacar monyet udah sampai di indo??,Cacar monyet udah sampai indo,neutral
12282,2022-08-04 08:40:23+00:00,udah ada covid ditambah pula cacar monyet,udah ada covid ditambah pula cacar monyet,neutral
12283,2022-08-04 08:37:51+00:00,@AREAJULID Coba deh denger podcast dr Inong spkk tentang HIV dan turunan nya termasuk ada tuh cacar monyet,Coba deh denger podcast Inong spkk tentang HIV dan turunan nya termasuk ada tuh cacar monyet,neutral
12293,2022-08-04 08:30:34+00:00,@buteerflys jgn khwatir kena cacar monyet krn kamu adalah monyetna,jgn khwatir kena cacar monyet krn kamu adalah monyetna,neutral
12294,2022-08-04 08:30:34+00:00,Kenapa cacar monyet (monkeypox) baru heboh sekarang ya? Perasaan dulu waktu gue kena di umur 10 tahun gak se heboh sekarang.,Kenapa cacar monyet monkeypox baru heboh sekarang Perasaan dulu waktu gue kena umur tahun gak heboh sekarang,neutral
12296,2022-08-04 08:29:39+00:00,cacar monyet itu rilkah?,cacar monyet itu rilkah,neutral
12301,2022-08-04 08:19:39+00:00,"Ga abis² anjing, cacar monyet lebih serem lagi 🙃",abis anjing cacar monyet lebih serem lagi,neutral
12303,2022-08-04 08:15:39+00:00,"Demi Allah mau pkl profesi gini amat ujian, copid ama cacar monyet😩🤲",Demi Allah mau pkl profesi gini amat ujian copid ama cacar monyet,neutral
12304,2022-08-04 08:12:28+00:00,"@ProfesorZubairi Amrik kayaknya ga kopit ga cacar monyet meledak semua ya, Prof 😭",Amrik kayaknya kopit cacar monyet meledak semua Prof,neutral
12306,2022-08-04 08:09:26+00:00,@AREAJULID Ingat waktu Covid-19 lagi booming orang orang pada ngejokes padahal sekarang Covid mendunia. Nah ini cacar monyet lu pada melucu ntar mendunia lagi ketar ketir lu pada,Ingat waktu Covid lagi booming orang orang pada ngejokes padahal sekarang Covid mendunia Nah ini cacar monyet pada melucu ntar mendunia lagi ketar ketir pada,neutral
12312,2022-08-04 08:08:07+00:00,@prayougee gamau takut kena cacar monyet,gamau takut kena cacar monyet,neutral
12316,2022-08-04 08:02:21+00:00,"apaan lagi si bangsat, covid aja belom kelar ini nongol cacar monyet",apaan lagi bangsat covid aja belom kelar ini nongol cacar monyet,neutral
12319,2022-08-04 07:59:15+00:00,kenapa harus ada cacar monyet. pdhal udh pada kaya monyet.,kenapa harus ada cacar monyet pdhal udh pada kaya monyet,neutral
12321,2022-08-04 07:55:04+00:00,serem amat sih covid blm kelar udh ada cacar monyet,serem amat sih covid blm kelar udh ada cacar monyet,neutral
12322,2022-08-04 07:52:45+00:00,"Mari bersama-sama berhati-hati dan jaga diri, keluarga, dan orang sekitar kita dari ""Cacar Monyet.""

Di Belgia, kasusnya meningkat, sudah kisaran 500 orang terkena/diduga. Permintaan vaksin cacar monyet ini juga naik drastis.",Mari bersama sama berhati hati dan jaga diri keluarga dan orang sekitar kita dari Cacar Monyet Belgia kasusnya meningkat sudah kisaran 500 orang terkena diduga Permintaan vaksin cacar monyet ini juga naik drastis,neutral
