,Datetime,clean_text,label
13053,2022-08-03 12:02:33+00:00,ngomong komunitas lgbt bertanggung jawab atas cacar monyet itu sama aja kek nyalahin etnis tionghoa atas covid dan ras kulit hitam afrika atas ebola Gila,neutral
13054,2022-08-03 12:01:48+00:00,KALO BENER ADA GUA MAU KELUAR cacar aja belum pernah ini tambahin monyet ngeri,neutral
13056,2022-08-03 11:58:49+00:00,siap siap baca berita Warga diwajibkan vaksin cacar monyet hhahaa dunia dunia capek banget gilak,neutral
13057,2022-08-03 11:56:54+00:00,jjurrr tkutttt cacarmonyet,neutral
13058,2022-08-03 11:55:56+00:00,Cuk jebul seng suspek cacar monyet neng kariadi,neutral
13059,2022-08-03 11:55:08+00:00,klinik semarang covid nggak ada semarang adanya jakarta apakah cacar monyet ada amerika,neutral
13061,2022-08-03 11:54:43+00:00,heh awakmu ngerti biduren ora mosok wong biduren mbok arani cacar monyet njir,neutral
13062,2022-08-03 11:54:19+00:00,Apakah nanti depannya kita harus vaksin cacar monyet,neutral
13064,2022-08-03 11:53:50+00:00,Pasien suspek cacar monyet Jawa Tengah Semoga bukan Semoga juga giat kekarantinaan kita bisa segera meng contain potensi wabah baru tersebut Indonesia Poin paling penting dalam frame pencegahan monkeypox tersebut saat ini imho adalah TIDAK GONTA GANTI PASANGAN SEKS,neutral
13068,2022-08-03 11:46:33+00:00,Katanya jateng ada yang suspek cacar monyet berkaca sama covid pmk apa,neutral
13069,2022-08-03 11:46:23+00:00,Bahaya nya cacar monyet tuh apa berubah jadi monyet kah,neutral
13070,2022-08-03 11:41:54+00:00,Covid belum kelar udah ada cacar monyet,neutral
13071,2022-08-03 11:40:53+00:00,Cacar nya monyet aja brarti kan Gasampe manusia,neutral
13075,2022-08-03 11:34:43+00:00,takut sama cacar monyet deh apalagi gue gapernah cacar seumur hidup,neutral
13076,2022-08-03 11:33:23+00:00,whystywn kepet pulang indonesia kena cacar monyet jinkk,neutral
13081,2022-08-03 11:25:38+00:00,Negara sedang carut marut dihadapkan dgn hutang dan resesi haru paksa kembali membeli vaksin cacar monyet daya beli Rakyat rendah perekonomian belum pulih Allah jagalah negara ini dan rakyat nya amin,neutral
13083,2022-08-03 11:25:10+00:00,jangan nanti kena wabah cacar monyet,neutral
13084,2022-08-03 11:25:10+00:00,not eczema flaring the middle this monkeypox thingy indo dude plis bgt ini bukan cacar monyet aku sengaja kena isi reed difuser super wangi and ive been washing dishes without gloves,positive
13086,2022-08-03 11:23:23+00:00,Gila cacar monyet monkeypox dah sampai indonesia Ini kayaknya Bill Gates dan Microsoft lagi senang karena ada proyek lagi untuk menyebarkan wabah ciptaan mereka,neutral
13087,2022-08-03 11:21:31+00:00,Cacar monyet jgn Jakarta sdh nyaman dngn kehidupan rajin bljr walau tersiksa,neutral
13089,2022-08-03 11:20:10+00:00,Cacar monyet gatuh,neutral
13091,2022-08-03 11:18:57+00:00,Woi kontol gua alumni kopit minggu lalu Patah Tulang kaki Sekarang ada cacar monyet anjim emng,neutral
13092,2022-08-03 11:18:26+00:00,Aku juga waktu kemarin ngabarin mamaku malah katanya udah banyak yang kena daerah Lampung tapi gatau deh itu cacar biasa atau cacar monyet,neutral
13094,2022-08-03 11:12:48+00:00,Meski suspek cacar monyet Jateng belum pasti statusnya saya harap Indonesia tak anggap enteng seperti awal Covid Yang diperlukan adalah kewaspadaan tinggi untuk menghindari penyebaran lebih lanjut dan risiko kematian karena tubuh masing masing orang bereaksi berbeda,neutral
13095,2022-08-03 11:12:29+00:00,cacar monyet kak,neutral
13099,2022-08-03 11:09:36+00:00,Musim Penyakit DBD amp Cacar Monyet Yuk Jaga Daya Tahan Tubuh dengan Minuman Herbal Thread Pandemi Covid yang belum berakhir ditambah kabar kehadiran virus cacar monyet Monkeypox dan lagi musim dbd Kota Bekasi CacarMonyet MonkeyPox DBD Bekasi,neutral
13100,2022-08-03 11:09:31+00:00,weleh media tuh kebangetan kalau kasih judul berita suka clickbait akhirnya kelompok tertentu kena stigma jelek apalagi skrg lagi tren penyakit cacar monyet,neutral
13102,2022-08-03 11:07:07+00:00,CACAR MONYET UDH MASUK INDO,neutral
13103,2022-08-03 11:05:35+00:00,berita terakhir baca kondisinya sdh membaik entah benar tdk nya semoga benar Indonesia benar2 bebas cacar monyet,neutral
13105,2022-08-03 11:05:15+00:00,Cacar Monyet sudah masuk Indonesia aja semakin banyak yang dikhawatirkan,neutral
13107,2022-08-03 11:03:03+00:00,Tripopobia menangis liat cacar monyet,neutral
13112,2022-08-03 11:01:16+00:00,Waspada guys cacar monyet parah kalau dah kena,neutral
13113,2022-08-03 11:01:15+00:00,iya cacar monyet udah ada sejak 1958 vaksin amerika tapi blm impor indonesia terbatas,neutral
13114,2022-08-03 11:00:36+00:00,Covid belum reda tapi cacar monyet udah mendarat indo katanya,neutral
13116,2022-08-03 10:57:22+00:00,Here Vaksin cacar monyet selanjutnya,neutral
13117,2022-08-03 10:54:04+00:00,apa pulaaa ini cacar monyet tbtb semarang,neutral
13118,2022-08-03 10:53:12+00:00,Cacar monyet apalagi deh yasalam,neutral
13120,2022-08-03 10:52:47+00:00,tau kan gimana bentukan cacar monyet,neutral
13122,2022-08-03 10:51:49+00:00,Covid aja keteteran negara gimana cacar monyet,neutral
13124,2022-08-03 10:51:09+00:00,Covid selesai datang cacar monyet,neutral
13127,2022-08-03 10:49:52+00:00,Dan untuk memastikan cacar monyet atau bukan akan dilakukan pemeriksaan lab PCR untuk memastikannya Bisa saja hanya cacar biasa atau penyakit lain bukan monkeypox ujar Syahril selaku Juru bicara Kemenkes,neutral
13132,2022-08-03 10:37:48+00:00,cacar monyet gausa indonesia pls cukup masa SMA gue aja online kuliahh jangann,neutral
13133,2022-08-03 10:25:08+00:00,Sinetron lagi Habis cacar monyet ntar mutasi cacar lutung abis itu cacar monkey king cacar anoman dll,negative
13139,2022-08-03 10:18:03+00:00,Tolong yah para ahli dan otoritas dlm hal kesehatan Katakan sejujurnya musti itu ngeri dan pahit Kami sdh cukup kenyang dgn eufimisme istilah dan informasi dirancang sedemikian rupa Apapun adanya ini kalo dia cacar monyet akui dan edukasi kami gmn proteksinya Thanks,positive
13140,2022-08-03 10:17:57+00:00,kenapa pada heboh cacar monyet sih penyakit ini udah ada jaman dulu dan vaksinnya juga sdh ditemukan,neutral
13142,2022-08-03 10:16:33+00:00,Cacar monyet kan dari homo laknat Basmi saja itu kaum homo selesai Yang kena bisa jadi homo juga rasain,neutral
13147,2022-08-03 10:02:45+00:00,Meskipun sebagian besar kasus menunjukkan gejala ringan virus cacar monyet dapat menyebabkan penyakit parah pada anak anak perempuan hamil dan orang yang mengalami gangguan kekebalan MajalahTempo CacarMonyet monkeypox WHO,neutral
13148,2022-08-03 10:02:45+00:00,Namun WHO menyebut cacar monyet sebagai wabah banyak negara bukan pandemi Wabah kali ini baru terjadi pada kelompok tertentu MajalahTempo CacarMonyet monkeypox WHO,neutral
13151,2022-08-03 10:01:38+00:00,cacar monyet aing tag terus badut besok apa,neutral
13156,2022-08-03 09:52:49+00:00,cacar monyet bkan nder,neutral
13157,2022-08-03 09:51:12+00:00,Ngko kena cacar monyet,neutral
13167,2022-08-03 09:21:17+00:00,Hulu maneh kerlap kerlip cacar monyet bkn gay,positive
13169,2022-08-03 09:17:36+00:00,SalamInformasi Kementerian Kesehatan Kemenkes melalui Direktorat Jenderal Pencegahan dan Pengendalian Penyakit meminta masyarakat mewaspadai penyakit cacar monyet atau monkeypox,neutral
13175,2022-08-03 09:09:39+00:00,gua gamau jelek grgr cacar monyet,neutral
13177,2022-08-03 09:09:00+00:00,Duhh mulai aman banget kemana mana ada kasus cacar monyet gini takut banget kena kalo sembarang maen Gimana kalo aku dikosan kamu ajaa biar aman,neutral
13184,2022-08-03 09:01:35+00:00,bsd cacar monyet kena manusia itu dri afrika bkn sih dav,neutral
13186,2022-08-03 08:59:27+00:00,yang gue tau baru baru ini karena pernah bahas kampus cacar monyet itu sama dengan istilah monkeypox karena para ilmuwan dulu mendeteksi adanya cacar ini dari seekor monyet baru setelah itu menyebar manusia,neutral
13200,2022-08-03 08:35:04+00:00,Ada ada aja ada cacar MONYET,neutral
13201,2022-08-03 08:33:21+00:00,iya cacar monyet dan cacar air itu beda cacar monyet berasal dari virus zoonosis sedangkan cacar air berasal dari virus Varicella Zoster mpx bisa hilang sendiri dalam 4minggu sakitnya bukan bekasnya untuk bekas bakalan butuh perawatan ekstra,neutral
13202,2022-08-03 08:33:17+00:00,yang paling rentan terkena monkeypox ini anak balita faq apakah pernah terkena smallpox cacar air bisa terkena monkeypox cacar monyet jawabanny bisa,neutral
13203,2022-08-03 08:33:13+00:00,ternyata masih krg bgt edukasi kemenkes ttg monkeypox cacar monyet udh dijadiin status emergency dari beberapa minggu lalu sebenarny monkeypox itu penularannya lewat kontak fisik benda terkontaminasi barusan baca2 lagi ternyata vaksin smallpox cacar air,neutral
13213,2022-08-03 08:07:49+00:00,Kirain depok lagi tapi jujur aja cacar monyet amit amit bgt gue kena serem,neutral
13215,2022-08-03 08:04:09+00:00,yang gak bantu sebarin nanti kena apa cacar monyet,neutral
13216,2022-08-03 08:04:05+00:00,Sepertinya ini masyarakat lebih percaya cacar monyet soalnya kalo terinfeksi keliatan oleh mata,neutral
13218,2022-08-03 08:01:52+00:00,Heran kaum LGBTQ dan pendukungnya kok gak ada yang koar koar soal cacar monyet sih Giliran soal HAM koar koar udah kayak monyet,neutral
13220,2022-08-03 08:00:12+00:00,Satu suspek cacar monyet ditemukan Jateng Kabarnya beliau dipenuhi cacar mulai dari kepala sampai kaki dan menderita demam Tapi tenang aja saat ini beliau diisolasi wilayah Pantura,neutral
13222,2022-08-03 07:55:04+00:00,Kalau penampakannya sih cuma cacar air biasa Beda jauh sama cacar monyet,neutral
13224,2022-08-03 07:41:08+00:00,Bosen berita Covid mulu lebih baik urus tuh berita tentang cacar monyet,neutral
13225,2022-08-03 07:38:40+00:00,Feeling benar cacar monyet mungkin masuk Indo tapi marburg belom tentu,neutral
13226,2022-08-03 07:36:43+00:00,plislah eranya covid aja serem lagi cacar monyet,neutral
13235,2022-08-03 07:12:14+00:00,Cacar Monyet itu Cacar Api kalau indo udah ada saat jaman dulu kok Santai aja,neutral
13239,2022-08-03 06:40:42+00:00,boleh nyerak dok belum lagi ada cacar monyet yang sebarannya makin ngedeketin Indonesia,neutral
13240,2022-08-03 06:39:57+00:00,janji cacar monyet,neutral
13241,2022-08-03 06:35:51+00:00,hahahhaaha ada budak tahun dtg jumpa nak nangis sbb tangan naik bintik bintik kawan dia ckp kena cacar monyet nnti kena potong tangan,neutral
13247,2022-08-03 06:18:32+00:00,kyupil awas pas konser kena cacar monyet,neutral
13249,2022-08-03 06:14:02+00:00,43211 Cacar kaka tren itu cacar monyet hiii,neutral
13255,2022-08-03 06:04:13+00:00,aku udh 24th alhamdulillah blm perna cacar kmrn sempet baca katanya klo kena cacar pas udh dewasa bakal parah bekasnya jujur takut bgt apalagi skrg ada isu cacar monyet kan,neutral
13258,2022-08-03 05:58:53+00:00,Ini harus confirm hasil lab dulu bukan Karena kalo liat gejala aja cacar aja ada macem2 belum campak belum cuman alergi kalo emang positif cacar monyet bener2 harus concern tertular dari mana dan potensi menular kemana mananya,neutral
13259,2022-08-03 05:56:45+00:00,Kite punya internyet utk informasu soal cacar monyet dan keep date dengan negara lain mengenai penanganannya dan utk BRIN Skeptis silahkan aja anda riset anggaran tau tau mbludaaakk,neutral
13261,2022-08-03 05:47:38+00:00,kalau cacar monyet menular lewat apa,neutral
13262,2022-08-03 05:47:22+00:00,bsd cacar monyet tuu gmna sih,neutral
13265,2022-08-03 05:38:01+00:00,Aduh nanti gua kena cacar monyet,neutral
13268,2022-08-03 05:35:01+00:00,aku udh 24th alhamdulillah blm perna cacar kmrn sempet baca katanya klo kena cacar pas udh dewasa bakal parah bekasnya jujur takut bgt apalagi skrg ada isu cacar monyet kan,neutral
13269,2022-08-03 05:30:47+00:00,topiknya gimana kalo tentang vaksi cacar monyet,neutral
13279,2022-08-03 05:01:02+00:00,Cacar air bekasnya aja lama pudarnya ini ada cacar monyet mana kena wilayah pantura lagi dom aku,neutral
13293,2022-08-03 04:07:38+00:00,igt mai hantaq vaksin cacarmonyet,neutral
13298,2022-08-03 04:01:17+00:00,noooo ada suspect cacar monyet Jateng,neutral
13300,2022-08-03 03:52:32+00:00,yang kena cacar lgsg jadi monyet,neutral
13302,2022-08-03 03:52:28+00:00,Kini monkeypox pasiennya dari komunitas LSL Tapi para pakar melihat bahwa strategi contain secara global sudah kelelahan setelah fight against Covid tak bisa terlalu diharapkan Beberapa sudah memprediksi bahwa tidak lama cacar monyet ini membuat kita jaga jarak kembali,neutral
13309,2022-08-03 03:27:52+00:00,Yha sebenernya semua penyakit menular bisa menjadi STD sih Jangankan cacar monyet panuan aja bisa nular dari hubungan seksual,neutral
13311,2022-08-03 03:18:42+00:00,Kata mama aku pas bayi udh kena Semoga gak kena cacar monyet juga sih takotttt,neutral
13315,2022-08-03 03:06:30+00:00,woodz vaksin sekarang gak mempan sama cacar monyet,neutral
13317,2022-08-03 03:03:40+00:00,Covid naik lagi trs ada cacar monyet suer mending online lagi aja dah serem bgt gilee,neutral
13319,2022-08-03 03:00:27+00:00,menfess jangan mentang mentang namanya cacar monyet nyalahin monyet yang ada IPB Baca dulu napa yang bener udah mahasiswa juga,neutral
13320,2022-08-03 02:55:11+00:00,paling kanannya dari Cesc Fabregas COWO inget cacar monyet qyy Allah,neutral
13324,2022-08-03 02:48:07+00:00,cacar monyet,neutral
13325,2022-08-03 02:44:17+00:00,Cacar monyet varian dari penyakit cacar,neutral
13328,2022-08-03 02:32:07+00:00,Udah pernah kena cacar air masa masih kena cacar monyet,neutral
13331,2022-08-03 02:23:53+00:00,wadaw kalo aku baca indikasi cacar monyet emg ada pembengkakan bagian getah beningnya sih,neutral
13335,2022-08-03 02:21:46+00:00,Kemaren sodara ipar adiknya kakak ipar anaknya kena cacar monyet lokasinya jkt ini tau info kakak pas kmrn rumah,neutral
13336,2022-08-03 02:20:19+00:00,aing yang belum pernah ngerasain cacar seumur hidup jadi makin tenang semenjak ada berita satu warga jateng yang suspect cacar monyet,neutral
13338,2022-08-03 02:14:11+00:00,kenapa banyak pengidap cacar monyet itu kaum homo hmmm sepertinya mereka harus stop tusbolita dulu,neutral
13340,2022-08-03 02:05:01+00:00,Covid naik fis dan ada cacar monyet juga ada kemungkinan online lagi kok wkwkwk,neutral
13345,2022-08-03 01:45:04+00:00,hah ssrius plis baca dulu perbedaan cacar monyet sma biasa jgn asal claim itu cacar monyet biar salah paham,neutral
13347,2022-08-03 01:41:58+00:00,Yang benar itu cacar monyet menyebar dari kelompok homo dan semua orang tanpa terkecuali bisa terkena apalagi berprilaku macam homo gay pecinta lubang tai,positive
13349,2022-08-03 01:38:56+00:00,Cacar monyet pjj lagi gaksih,neutral
13350,2022-08-03 01:35:22+00:00,Cacar monyet penyakit dari mana cukup aja mirip monyet cacar nya gausah,neutral
13351,2022-08-03 01:34:23+00:00,Cukup tmn aja yang kaya monyet cacar jangan alias STOPPP KURUNG GUA DRUMAHHHHH,neutral
13352,2022-08-03 01:32:11+00:00,tapi bukannya dari dulu juga cacar monyet udah ada,neutral
13354,2022-08-03 01:27:37+00:00,cacar monyet nularin monyetnya,neutral
13355,2022-08-03 01:24:51+00:00,Para dajjaliyah ketika enjus cacar monyet tiba disini mereka pasti rebutan juga Karna sudah sistem dajjaliyah atas nama kesehatan mereka percaya Tidak pernah tanya Tidak pernah merasa janggal Follow the science Going hell,neutral
13356,2022-08-03 01:24:08+00:00,Plissss takut banget yaallah kena tomcat aja udah kaya gini takutnya Apa lagi cacar monyet,neutral
13359,2022-08-03 01:09:57+00:00,Takut bgt sama cacar monyet,neutral
13364,2022-08-03 00:49:07+00:00,Yoo niroo gimana kabar pagi ini Jaga kesehatan biar tetap fit soalnya aku dengan kabar cacar monyet udah masuk Indonesia,positive
13365,2022-08-03 00:44:31+00:00,ada yang paham soal cacar monyet ini sih kok pemerintah belum sosialisasi,neutral
13366,2022-08-03 00:42:41+00:00,Allah ini baru mulai agak reda boleh offline ada cacar monyet,neutral
13367,2022-08-03 00:35:15+00:00,away cacar air cacar monyet,neutral
13368,2022-08-03 00:31:16+00:00,ampun apalagi cacar monyet saat ini masalah darurat kesehatan global,neutral
13369,2022-08-03 00:27:21+00:00,ketik agar terhindar cacar monyet,neutral
13370,2022-08-03 00:23:31+00:00,Cacar monyet apaan lagi dah mana dari Jateng juga orang Jateng,neutral
13371,2022-08-03 00:22:53+00:00,dom mana Serius cacar monyet atau cacar biasa,neutral
13372,2022-08-03 00:21:38+00:00,ktanya cacar monyet smpe jateng psti kalian penyebabny moots,neutral
13374,2022-08-03 00:14:56+00:00,cacar monyet orang cacar nnti brubah monyet kah,neutral
13375,2022-08-03 00:14:14+00:00,Mau nanya beneran ini cacar monyet bisa menular lewat sentuhan kah,neutral
13376,2022-08-03 00:11:29+00:00,sumpah anak murid emak gue ada udh cacar monyet plss,neutral
13377,2022-08-03 00:09:21+00:00,fyi cacar monyet penyebarannya bener2 cepet banget dan pake satu masker aja gak cukup dobel masker,neutral
13379,2022-08-03 00:07:39+00:00,kok gais selama kalian engga berhubungan dengan pasien cacar monyet kalian aman,neutral
13380,2022-08-03 00:07:37+00:00,indo ada suspect cacar monyet,neutral
13382,2022-08-02 23:57:10+00:00,males soalnya udh kena cacar jadinya jelekkkkk bgt lah ini pake ada cacar monyet segala duh gws,negative
13384,2022-08-02 23:44:09+00:00,cacar monyet serem bgt gaksih makin males denger kata monyet,neutral
13385,2022-08-02 23:43:33+00:00,Cacar monyet kok serem,neutral
13387,2022-08-02 23:34:26+00:00,ITU DIA KTNYA SUSPECT CACAR MONYET,neutral
13389,2022-08-02 23:26:03+00:00,Gtw ini gejala cacar monyet apa bukan tapi adek sepupu gue tangannya bentol2 merah trs kek ada airnya,neutral
13390,2022-08-02 23:24:48+00:00,Betul soalnya ini bukan penyakit sekali dateng terus pergi Dia kan penyakit infeksi otomatis tubuh bentuk pertahanan melalui imun antibodi alami supaya kalau kena lagi gak separah dulu Anyway hubungannya sama cacar monyet masih belum tau cuman dugaanku aja itu,neutral
13398,2022-08-02 22:51:52+00:00,bisa2nya gue mimpi tetangga gue kena cacar monyet,neutral
13399,2022-08-02 22:50:19+00:00,Cacar monyet nih kalo dalemnya nanah bukannya dulu ada namanya cacar api Dalemnya nanah gasih benjol gede gede gitu apakah beda,neutral
13400,2022-08-02 22:47:13+00:00,potensi cacar monyet jadi pandemi pun kecil tapi jangan lengah wkwkwwk tetap waspadaaaa,neutral
13404,2022-08-02 22:19:45+00:00,Yang kena cacar monyet sudah divaksin,neutral
13405,2022-08-02 22:13:18+00:00,yah padahal berharap nulis cacar monyet,neutral
13406,2022-08-02 22:09:42+00:00,cacar monyet serem banget,neutral
13407,2022-08-02 22:07:33+00:00,beneran ini deh klo ada cacar monyet beneran gamau keluar rumah,neutral
13410,2022-08-02 21:10:22+00:00,laa muka mcm jln tar gigi buruk Acah terpaling kacak kepit amp gayah hina org bkn main semoga dpt cacar monyet xnk mampus cukup dgn azab sakit rasa,positive
